"","scientificName","ias"
"3499","Amazona vittata","Rattus rattus"
"3500","Eupsittula nana","Felis catus"
"3501","Sephanoides fernandensis","Ugni molinae"
"3502","Podiceps taczanowskii","Oncorhynchus mykiss"
"3503","Pelecanoides garnotii","Unspecified Rattus"
"3504","Grus nigricollis","Canis familiaris"
"3505","Bucephala islandica","Salvelinus fontinalis"
"3506","Sterna aurantia","Canis familiaris"
"3507","Somateria fischeri","Vulpes lagopus"
"3508","Charadrius bicinctus","Mustela furo"
"3509","Amazona agilis","Unspecified Rattus"
"3510","Ptychoramphus aleuticus","Felis catus"
"3511","Strix occidentalis","Phytophthora ramorum"
"3512","Vultur gryphus","Coragyps atratus"
"3513","Numenius tahitiensis","Canis familiaris"
"3514","Charadrius nivosus","Clostridium botulinum"
"3515","Podiceps juninensis","Oncorhynchus mykiss"
"3516","Laterallus spilonota","Capra hircus"
"3517","Ardea occidentalis","Python bivittatus"
"3518","Halobaena caerulea","Felis catus"
"3519","Buteo ridgwayi","Unspecified Philornis"
"3520","Charadrius melodus","Canis familiaris"
"3521","Eudyptes pachyrhynchus","Gallirallus australis"
"3522","Rhyticeros narcondami","Capra hircus"
"3523","Megadyptes antipodes","Erysipelothrix rhusiopathiae"
"3524","Spheniscus humboldti","Rattus rattus"
"3525","Spheniscus mendiculus","Rattus rattus"
"3526","Eudyptes chrysocome","Oryctolagus cuniculus"
"3527","Anas chlorotis","Canis familiaris"
"3528","Alectoris graeca","Alectoris chukar"
"3529","Larus audouinii","Vulpes vulpes"
"3530","Melanitta fusca","Neogobius melanostomus"
"3531","Aptenodytes patagonicus","Felis catus"
"3532","Eudyptes moseleyi","Unspecified Rattus"
"3533","Eudyptes chrysolophus","Felis catus"
"3534","Eudyptula minor","Cenchrus clandestinus"
"3535","Falco columbarius","Vulpes vulpes"
"3536","Calidris pygmaea","Canis familiaris"
"3537","Gypaetus barbatus","Canis familiaris"
"3538","Procellaria cinerea","Rattus norvegicus"
"3539","Bostrychia bocagei","Rattus rattus"
"3540","Anthropoides paradiseus","Canis familiaris"
"3541","Aerodramus elaphrus","Tyto alba"
"3542","Otus insularis","Rattus rattus"
"3543","Siphonorhis brewsteri","Rattus norvegicus"
"3544","Caloenas nicobarica","Unspecified Rattus"
"3545","Leptotila wellsi","Unspecified Rattus"
"3546","Eupherusa poliocerca","Capra hircus"
"3547","Rallus elegans","Phalaris arundinacea"
"3548","Charadrius sanctaehelenae","Felis catus"
"3549","Colaptes fernandinae","Felis catus"
"3550","Amazona collaria","Unspecified Amazona"
"3551","Coracopsis barklyi","Unspecified Rattus"
"3552","Nesoenas mayeri","Nesoenas picturatus"
"3553","Rynchops flavirostris","Bos taurus"
"3554","Otus pauliani","Psidium cattleianum"
"3555","Laterallus tuerosi","Canis familiaris"
"3556","Amazona auropalliata","Apis mellifera ssp. scutellata"
"3557","Apteryx rowi","Mustela erminea"
"3558","Hypotaenidia okinawae","Canis familiaris"
"3559","Oxyura maccoa","Pistia stratiotes"
"3560","Eunymphicus uvaeensis","Trichoglossus haematodus"
"3561","Aepypodius bruijnii","Canis familiaris"
"3562","Branta bernicla","Vulpes lagopus"
"3563","Ardeola idae","Micropterus salmoides"
"3564","Treron griveaudi","Lantana camara"
"3565","Uratelornis chimaera","Unspecified Rattus"
"3566","Monias benschi","Canis familiaris"
"3567","Geobiastes squamiger","Canis familiaris"
"3568","Branta sandvicensis","Rattus exulans"
"3569","Macrocephalon maleo","Unspecified Rattus"
"3570","Salvadorina waigiuensis","Unspecified SALMONIDAE"
"3571","Laterallus rogersi","Rattus rattus"
"3572","Anas aucklandica","Felis catus"
"3573","Zapornia olivieri","Canis familiaris"
"3574","Gallinula comeri","Rattus rattus"
"3575","Megapodius nicobariensis","Gallus gallus ssp. domesticus"
"3576","Megapodius bernsteinii","Gallus gallus ssp. domesticus"
"3577","Conuropsis carolinensis","Apis mellifera"
"3578","Anas melleri","Unspecified Rattus"
"3579","Ptilinopus rarotongensis","Acridotheres tristis"
"3580","Ara glaucogularis","Unspecified Philornis"
"3581","Rallus antarcticus","Neovison vison"
"3582","Amazona barbadensis","Capra hircus"
"3583","Vini peruviana","Rattus rattus"
"3584","Rallus semiplumbeus","Canis familiaris"
"3585","Haliaeetus leucoryphus","Eichhornia crassipes"
"3586","Sypheotides indicus","Mikania micrantha"
"3587","Circus cyaneus","Sus scrofa"
"3588","Asio flammeus","Felis catus"
"3589","Clanga clanga","Neovison vison"
"3590","Gyps bengalensis","Plasmodium relictum"
"3591","Aythya ferina","Cyprinus carpio"
"3592","Falco eleonorae","Unspecified Felis"
"3593","Haematopus meadewaldoi","Rattus rattus"
"3594","Alca torda","Unspecified Rattus"
"3595","Larus argentatus","Clostridium botulinum"
"3596","Rhynchortyx cinctus","Canis familiaris"
"3597","Calidris acuminata","Spartina alterniflora"
"3598","Pterodroma alba","Rattus exulans"
"3599","Pachyptila macgillivrayi","Unspecified Falco"
"3600","Falco novaeseelandiae","Trichosurus vulpecula"
"3601","Treron pembaensis","Corvus splendens"
"3602","Hemiphaga novaeseelandiae","Rattus rattus"
"3603","Todiramphus ruficollaris","Acridotheres tristis"
"3604","Poliocephalus rufopectus","Tachybaptus novaehollandiae"
"3605","Hypotaenidia woodfordi","Canis familiaris"
"3606","Odontophorus speciosus","Canis familiaris"
"3607","Oxyura australis","Cyprinus carpio"
"3608","Ducula whartoni","Rattus rattus"
"3609","Zanda baudinii","Apis mellifera"
"3610","Ptilinopus roseicapilla","Unspecified Leucaena"
"3611","Eudyptes schlegeli","Rattus rattus"
"3612","Pterodroma solandri","Rattus rattus"
"3613","Fregata andrewsi","Anoplolepis gracilipes"
"3614","Turnix olivii","Felis catus"
"3615","Neophema chrysostoma","Petaurus breviceps"
"3616","Cyclopsitta coxeni","Dolichandra unguis-cati"
"3617","Caprimulgus ruficollis","Canis familiaris"
"3618","Geophaps smithii","Andropogon gayanus"
"3619","Calyptorhynchus lathami","Capra hircus"
"3620","Pezoporus occidentalis","Felis catus"
"3621","Turnix melanogaster","Sus domesticus"
"3622","Pedionomus torquatus","Vulpes vulpes"
"3623","Leipoa ocellata","Capra hircus"
"3624","Elanus scriptus","Felis catus"
"3625","Falco hypoleucos","Felis catus"
"3626","Psephotellus chrysopterygius","Bos taurus"
"3627","Vini stepheni","Unspecified Rattus"
"3628","Zanda latirostris","Apis mellifera"
"3629","Zapornia atra","Rattus exulans"
"3630","Polytelis alexandrae","Ovis aries"
"3631","Alopecoenas canifrons","Unspecified Rattus"
"3632","Megapodius geelvinkianus","Canis familiaris"
"3633","Megapodius laperouse","Rattus norvegicus"
"3634","Otidiphaps insularis","Rattus exulans"
"3635","Xenicus longipes","Felis catus"
"3636","Traversia lyalli","Felis catus"
"3637","Pitta superba","Felis catus"
"3638","Pitta anerythra","Canis familiaris"
"3639","Elaenia ridleyana","Unspecified Rattus"
"3640","Anairetes fernandezianus","Geranoaetus polyosoma"
"3641","Cinclodes antarcticus","Felis catus"
"3642","Apalopteron familiare","Felis catus"
"3643","Gymnomyza samoensis","Unspecified Eucalyptus"
"3644","Moho braccatus","Rattus rattus"
"3645","Moho bishopi","Rattus rattus"
"3646","Dasyornis broadbenti","Oryctolagus cuniculus"
"3647","Gerygone insularis","Rattus rattus"
"3648","Mohoua ochrocephala","Mustela erminea"
"3649","Pachycephala rufogularis","Oryctolagus cuniculus"
"3650","Pachycephala jacquinoti","Rattus rattus"
"3651","Turnagra capensis","Rattus rattus"
"3652","Garrulus lidthi","Herpestes auropunctatus"
"3653","Corvus hawaiiensis","Toxoplasma gondii"
"3654","Lalage typica","Psidium cattleianum"
"3655","Lalage newtoni","Rattus norvegicus"
"3656","Rhipidura malaitae","Unspecified Rattus"
"3657","Rhipidura semirubra","Unspecified Rattus"
"3658","Dicrurus aldabranus","Unspecified Rattus"
"3659","Dicrurus fuscipennis","Unspecified Rattus"
"3660","Dicrurus waldenii","Unspecified Rattus"
"3661","Mayrornis versicolor","Felis catus"
"3662","Metabolus godeffroyi","Unspecified Rattus"
"3663","Myiagra freycineti","Boiga irregularis"
"3664","Myiagra albiventris","Funtumia elastica"
"3665","Zoothera heinrichi","Felis catus"
"3666","Zoothera terrestris","Unspecified Rattus"
"3667","Myadestes myadestinus","Sophonia rufofascia"
"3668","Myadestes obscurus","Sus domesticus"
"3669","Swynnertonia swynnertoni","Unspecified Hedychium"
"3670","Aplonis pelzelni","Unspecified Rattus"
"3671","Aplonis corvina","Unspecified Rattus"
"3672","Aplonis mavornata","Rattus norvegicus"
"3673","Aplonis cinerascens","Rattus rattus"
"3674","Aplonis fusca","Rattus rattus"
"3675","Hypsipetes olivaceus","Acridotheres tristis"
"3676","Ixos nicobariensis","Pycnonotus jocosus"
"3677","Zosterops mouroniensis","Psidium cattleianum"
"3678","Zosterops hypolais","Boiga irregularis"
"3679","Zosterops strenuus","Rattus rattus"
"3680","Zosterops samoensis","Rattus rattus"
"3681","Rukia longirostra","Boiga irregularis"
"3682","Rukia ruki","Boiga irregularis"
"3683","Nesillas aldabrana","Felis catus"
"3684","Acrocephalus rehsei","Unspecified Rattus"
"3685","Acrocephalus familiaris","Schistocerca nitens"
"3686","Acrocephalus kerearako","Acridotheres tristis"
"3687","Acrocephalus rodericanus","Felis catus"
"3688","Phylloscopus amoenus","Sus domesticus"
"3689","Megalurulus mariae","Rattus rattus"
"3690","Megalurulus turipavae","Felis catus"
"3691","Schoenicola platyurus","Pteridium aquilinum"
"3692","Argya longirostris","Mikania micrantha"
"3693","Foudia eminentissima","Rattus rattus"
"3694","Foudia rubra","Macaca fascicularis"
"3695","Foudia flavicans","Foudia madagascariensis"
"3696","Loxioides bailleui","Ovis aries"
"3697","Pseudonestor xanthophrys","Hedychium gardnerianum"
"3698","Chlorodrepanis stejnegeri","Felis catus"
"3699","Magumma parva","Plasmodium relictum"
"3700","Hemignathus wilsoni","Felis catus"
"3701","Manucerthia mana","Sus domesticus"
"3702","Paroreomyza montana","Plasmodium relictum"
"3703","Paroreomyza maculata","Plasmodium relictum"
"3704","Loxops coccineus","Sus domesticus"
"3705","Ciridops anna","Plasmodium relictum"
"3706","Drepanis funerea","Unspecified Rattus"
"3707","Chlorodrepanis flava","Plasmodium relictum"
"3708","Zoothera turipavae","Unspecified Rattus"
"3709","Scytalopus iraiensis","Unspecified Eucalyptus"
"3710","Pyrrholaemus sagittatus","Felis catus"
"3711","Anthornis melanocephala","Unspecified Rattus"
"3712","Turnagra tanagra","Felis catus"
"3713","Poodytes rufescens","Oryctolagus cuniculus"
"3714","Amytornis merrotsyi","Vulpes vulpes"
"3715","Pomarea fluxa","Rattus exulans"
"3716","Pomarea nukuhivae","Rattus rattus"
"3717","Pomarea mendozae","Ovis aries"
"3718","Clytorhynchus sanctaecrucis","Rattus rattus"
"3719","Clytorhynchus nigrogularis","Acridotheres tristis"
"3720","Nesospiza questi","Mus musculus"
"3721","Zosterops gibbsi","Unspecified Rattus"
"3722","Nesospiza acunhae","Unspecified Rattus"
"3723","Chasiempis ibidis","Rattus rattus"
"3724","Chasiempis sandwichensis","Plasmodium relictum"
"3725","Lalage conjuncta","Sus scrofa"
"3726","Larvivora tanensis","Felis catus"
"3727","Hemignathus affinis","Garrulax canorus"
"3728","Junco insularis","Capra hircus"
"3729","Zoothera atrigena","Unspecified Rattus"
"3730","Machlolophus nuchalis","Prosopis chilensis"
"3731","Alectrurus tricolor","Hyparrhenia rufa"
"3732","Edolisoma nesiotis","Boiga irregularis"
"3733","Saxicola dacotiae","Felis catus"
"3734","Schoenicola striatus","Mikania micrantha"
"3735","Lonchura stygia","Rusa timorensis"
"3736","Larvivora komadori","Herpestes javanicus_old"
"3737","Calamonastides gracilirostris","Eichhornia crassipes"
"3738","Xenicus gilviventris","Mustela erminea"
"3739","Dysmorodrepanis munroi","Felis catus"
"3740","Carpodacus ferreorostris","Felis catus"
"3741","Larvivora namiyei","Herpestes javanicus_old"
"3742","Philesturnus carunculatus","Plasmodium relictum"
"3743","Turdus eremita","Rattus rattus"
"3744","Acrocephalus musae","Pycnonotus cafer"
"3745","Zosterops conspicillatus","Boiga irregularis"
"3746","Foudia consobrina","Rattus rattus"
"3747","Sittiparus owstoni","Felis catus"
"3748","Xolmis dominicanus","Molothrus bonariensis"
"3749","Hypsipetes borbonicus","Pycnonotus jocosus"
"3750","Delichon urbicum","Passer domesticus"
"3751","Notiomystis cincta","Unspecified Salmonella"
"3752","Emberiza socotrana","Felis catus"
"3753","Apalis karamojae","Bos taurus"
"3754","Aplonis santovestris","Canis familiaris"
"3755","Certhidea olivacea","Philornis downsi"
"3756","Rowettia goughensis","Mus musculus"
"3757","Troglodytes cobbi","Felis catus"
"3758","Pomarea pomarea","Unspecified Rattus"
"3759","Pomarea iphis","Rattus rattus"
"3760","Aplonis ulietensis","Rattus norvegicus"
"3761","Icterus oberi","Sus domesticus"
"3762","Acrocephalus luscinius","Felis catus"
"3763","Acrocephalus nijoi","Felis catus"
"3764","Acrocephalus yamashinae","Felis catus"
"3765","Callaeas wilsoni","Trichosurus vulpecula"
"3766","Foudia delloni","Rattus norvegicus"
"3767","Himatione fraithii","Oryctolagus cuniculus"
"3768","Chasiempis sclateri","Plasmodium relictum"
"3769","Aphrastura masafuerae","Felis catus"
"3770","Acrocephalus hiwae","Felis catus"
"3771","Zosterops chloronothos","Ligustrum robustum"
"3772","Hemignathus hanapepe","Garrulax canorus"
"3773","Zosterops rotensis","Dicrurus macrocercus"
"3774","Psittirostra psittacea","Felis catus"
"3775","Myadestes palmeri","Psidium cattleianum"
"3776","Artisornis moreaui","Maesopsis eminii"
"3777","Megalurulus whitneyi","Felis catus"
"3778","Corvus kubaryi","Felis catus"
"3779","Cisticola aberdare","Bos taurus"
"3780","Geospiza pauper","Bos taurus"
"3781","Formicivora paludicola","Urochloa arrecta"
"3782","Loxops ochraceus","Unspecified FORMICIDAE"
"3783","Oreomystis bairdi","Sus domesticus"
"3784","Loxops caeruleirostris","Unspecified Vespula"
"3785","Telespiza ultima","Plasmodium relictum"
"3786","Zosterops albogularis","Felis catus"
"3787","Gymnomyza aubryana","Sus domesticus"
"3788","Anthochaera phrygia","Passer domesticus"
"3789","Horornis haddeni","Felis catus"
"3790","Microspingus cinereus","Molothrus bonariensis"
"3791","Amaurocichla bocagii","Mustela nivalis_old"
"3792","Zosterops oleagineus","Boiga irregularis"
"3793","Graminicola bengalensis","Mikania micrantha"
"3794","Foudia sechellarum","Foudia madagascariensis"
"3795","Telespiza cantans","Plasmodium relictum"
"3796","Coryphaspiza melanotis","Melinis minutiflora"
"3797","Pomarea dimidiata","Felis catus"
"3798","Turdus celaenops","Felis catus"
"3799","Mimus trifasciatus","Crotophaga ani"
"3800","Neochmia ruficauda","Cryptostegia grandiflora"
"3801","Philesturnus rufusater","Mustela erminea"
"3802","Turdus olivaceofuscus","Rattus norvegicus"
"3803","Hirundo rustica","Passer domesticus"
"3804","Eremophila alpestris","Cenchrus clandestinus"
"3805","Acrocephalus aequinoctialis","Felis catus"
"3806","Poodytes albolimbatus","Rusa timorensis"
"3807","Megalurulus llaneae","Felis catus"
"3808","Megalurulus grosvenori","Unspecified Rattus"
"3809","Xanthopsar flavus","Molothrus bonariensis"
"3810","Melamprosops phaeosoma","Rattus rattus"
"3811","Acrocephalus longirostris","Pycnonotus cafer"
"3812","Turdus lherminieri","Molothrus bonariensis"
"3813","Myadestes lanaiensis","Plasmodium relictum"
"3814","Acrocephalus taiti","Felis catus"
"3815","Pomarea whitneyi","Felis catus"
"3816","Zoothera margaretae","Felis catus"
"3817","Formicivora acutirostris","Unspecified Brachiaria"
"3818","Callaeas cinereus","Trichosurus vulpecula"
"3819","Megazosterops palauensis","Boiga irregularis"
"3820","Hydrornis gurneyi","Boiga irregularis"
"3821","Petroica multicolor","Felis catus"
"3822","Pomarea mira","Felis catus"
"3823","Plectrophenax hyperboreus","Trichosurus vulpecula"
"3824","Setophaga flavescens","Molothrus bonariensis"
"3825","Asthenes luizae","Molothrus bonariensis"
"3826","Terpsiphone corvina","Felis catus"
"3827","Leiothlypis crissalis","Felis catus"
"3828","Acrocephalus caffer","Pycnonotus cafer"
"3829","Anumara forbesi","Molothrus bonariensis"
"3830","Myiarchus semirufus","Capra hircus"
"3831","Pomarea nigra","Felis catus"
"3832","Zoothera talaseae","Felis catus"
"3833","Loxia megaplaga","Molothrus bonariensis"
"3834","Megalurulus rufus","Rattus rattus"
"3835","Drepanis coccinea","Bos taurus"
"3836","Nesotriccus ridgwayi","Unspecified Rattus"
"3837","Lanius ludovicianus","Felis catus"
"3838","Aphelocoma coerulescens","Paspalum notatum"
"3839","Tachycineta cyaneoviridis","Sturnus vulgaris"
"3840","Ferminia cerverai","Rattus norvegicus"
"3841","Troglodytes tanneri","Unspecified Rattus"
"3842","Troglodytes sissonii","Ovis aries"
"3843","Ramphocinclus brachyurus","Unspecified Rattus"
"3844","Mimus graysoni","Ovis aries"
"3845","Toxostoma guttatum","Boa constrictor"
"3846","Pipilo socorroensis","Felis catus"
"3847","Passerculus sanctorum","Peromyscus eremicus"
"3848","Nesopsar nigerrimus","Molothrus bonariensis"
"3849","Leucopeza semperi","Herpestes javanicus"
"3850","Setophaga graysoni","Felis catus"
"3851","Xenoligea montana","Herpestes javanicus"
"3852","Melanospiza richardsoni","Unspecified Rattus"
"3853","Cardellina versicolor","Canis familiaris"
"3854","Setophaga subita","Capra hircus"
"3855","Ammospiza caudacuta","Spartina alterniflora"
"3856","Agelaius xanthomus","Rattus rattus"
"3857","Acrocephalus vaughani","Capra hircus"
"3858","Agelaius tricolor","Bubulcus ibis"
"3859","Clibanornis erythrocephalus","Unspecified Philornis"
"3860","Catharus bicknelli","Rattus rattus"
"3861","Mimus melanotis","Plasmodium relictum"
"3862","Icterus laudabilis","Sus scrofa"
"3863","Setophaga chrysoparia","Sus scrofa"
"3864","Sitta insularis","Pantherophis guttatus"
"3865","Hemignathus lucidus","Culex quinquefasciatus"
"3866","Atlapetes pallidiceps","Molothrus bonariensis"
"3867","Progne modesta","Rattus rattus"
"3868","Mimus macdonaldi","Capra hircus"
"3869","Spizella breweri","Bromus tectorum"
"3870","Tachycineta euchrysea","Rattus rattus"
"3871","Anthus spragueii","Elymus repens"
"3872","Pycnonotus taivanus","Pycnonotus sinensis"
"3873","Merulaxis stresemanni","Canis familiaris"
"3874","Geospiza pallida","Philornis downsi"
"3875","Acrocephalus rimitarae","Acridotheres tristis"
